"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000039501",17892.0343920362,2.52097585831376,0.0550645969913299,5566.26235235337,0,0
"ENSMUSG00000074578",1961.61896742139,3.59291466776346,0.0890975333799245,2859.64555402492,0,0
"ENSMUSG00000086605",15.2607976532614,-1.36955456603114,0.701138180678096,8.71625292177462,0.0333113117297003,0.03729949542123
"ENSMUSG00000017929",4035.02670402014,1.48130884905354,0.0681415873804939,2577.21310490579,0,0
"ENSMUSG00000039463",748.566282775867,0.585571314179583,0.101481010859299,44.0211348600681,1.49366149561325e-09,2.43429501686162e-09
"ENSMUSG00000047030",655.246202610526,0.135697245571272,0.107212611266272,43.1492505847328,2.28782230084443e-09,3.70591109474515e-09
"ENSMUSG00000006418",7407.78809219725,1.76430993874709,0.0612399600984674,2485.69260981159,0,0
"ENSMUSG00000078923",14.7120124697878,-0.00969827209002817,0.712506090030187,8.62824676491049,0.0346645067081533,0.0387661740941422
"ENSMUSG00000090213",3514.87606969718,1.17638349347822,0.0632124729773462,695.734602151247,1.7657753732394e-150,1.67267813911324e-149
"ENSMUSG00000056501",1392.45239721212,0.144098300307154,0.0931174481598157,604.001346309357,1.36757257976415e-130,1.15405063452739e-129
"ENSMUSG00000006462",7.30753825797236,-0.0847467883204358,0.993449599070395,2.56858910644697,0.463022911279706,0.477669982531984
"ENSMUSG00000084797",16.9993452955865,0.882899477834167,0.599399773853659,6.20242306423518,0.102166649501099,0.110629740743819
